t_s,P0_use,P0_used_tok,P0_running,P0_cap_tok,P0_pressure,P1_use,P1_used_tok,P1_running,P1_cap_tok,P1_pressure,D0_use,D0_used_tok,D0_running,D0_cap_tok,D0_pressure,D1_use,D1_used_tok,D1_running,D1_cap_tok,D1_pressure
# roles: P0:P P1:P D0:D D1:D
# metric: P0:cache_occupancy P1:cache_occupancy D0:token_usage D1:token_usage
721.60,0.9843,0,0,60000,0.0000,0.9967,0,0,60000,0.0000,0.1179,21863,8,185484,0.1179,0.0386,7161,6,185484,0.0386
722.10,0.9843,0,0,60000,0.0000,0.9967,0,0,60000,0.0000,0.1179,21863,8,185484,0.1179,0.0386,7161,6,185484,0.0386
722.60,0.9843,36,0,60000,0.0006,0.9967,1992,0,60000,0.0332,0.1196,22183,8,185484,0.1196,0.0544,10092,5,185484,0.0544
723.10,0.9843,36,0,60000,0.0006,0.9967,1992,0,60000,0.0332,0.1196,22183,8,185484,0.1196,0.0544,10092,5,185484,0.0544
723.60,0.9843,36,0,60000,0.0006,0.9967,1992,0,60000,0.0332,0.1176,21807,8,185484,0.1176,0.0516,9568,5,185484,0.0516
724.10,0.9843,36,0,60000,0.0006,0.9967,1992,0,60000,0.0332,0.1176,21807,8,185484,0.1176,0.0516,9568,5,185484,0.0516
724.60,0.9843,36,0,60000,0.0006,0.9967,1992,0,60000,0.0332,0.1193,22127,8,185484,0.1193,0.0527,9768,5,185484,0.0527
725.10,0.9843,36,0,60000,0.0006,0.9967,1992,0,60000,0.0332,0.1193,22127,8,185484,0.1193,0.0527,9768,5,185484,0.0527
725.60,0.9582,36,0,60000,0.0006,0.9967,1992,0,60000,0.0332,0.0784,14538,6,185484,0.0784,0.0537,9968,5,185484,0.0537
726.10,0.9654,1822,0,60000,0.0304,0.9872,38,0,60000,0.0006,0.0784,14538,6,185484,0.0784,0.0537,9968,5,185484,0.0537
726.60,0.9654,1822,0,60000,0.0304,0.9872,38,0,60000,0.0006,0.0759,14071,7,185484,0.0759,0.0548,10168,5,185484,0.0548
727.10,0.9654,1822,0,60000,0.0304,0.9872,38,0,60000,0.0006,0.0759,14071,7,185484,0.0759,0.0548,10168,5,185484,0.0548
727.60,0.9758,38,0,60000,0.0006,0.9872,38,0,60000,0.0006,0.0705,13069,6,185484,0.0705,0.0559,10368,5,185484,0.0559
728.10,0.9760,2880,0,60000,0.0480,0.9872,38,0,60000,0.0006,0.0705,13069,6,185484,0.0705,0.0559,10368,5,185484,0.0559
728.60,0.9847,3976,0,60000,0.0663,0.9872,38,0,60000,0.0006,0.0705,13069,6,185484,0.0705,0.0930,17249,6,185484,0.0930
729.10,0.9766,7137,0,60000,0.1190,0.9872,38,0,60000,0.0006,0.0718,13309,6,185484,0.0718,0.0930,17249,6,185484,0.0930
729.60,0.9766,7137,0,60000,0.1190,0.9990,332,0,60000,0.0055,0.0718,13309,6,185484,0.0718,0.0994,18430,7,185484,0.0994
730.10,0.9766,7137,0,60000,0.1190,0.9990,332,0,60000,0.0055,0.0778,14434,6,185484,0.0778,0.0994,18430,7,185484,0.0994
730.60,0.9926,89,0,60000,0.0015,0.9990,332,0,60000,0.0055,0.0778,14434,6,185484,0.0778,0.0994,18430,7,185484,0.0994
731.10,0.9926,89,0,60000,0.0015,0.9990,332,0,60000,0.0055,0.0892,16541,7,185484,0.0892,0.1009,18710,7,185484,0.1009
731.60,0.9926,89,0,60000,0.0015,0.9990,332,0,60000,0.0055,0.0892,16541,7,185484,0.0892,0.1009,18710,7,185484,0.1009
732.10,0.9926,89,0,60000,0.0015,0.9990,36,0,60000,0.0006,0.0909,16854,8,185484,0.0909,0.0663,12295,5,185484,0.0663
732.60,0.9926,89,0,60000,0.0015,0.9990,36,0,60000,0.0006,0.0909,16854,8,185484,0.0909,0.0663,12295,5,185484,0.0663
733.10,0.9926,89,0,60000,0.0015,0.9990,36,0,60000,0.0006,0.1053,19538,9,185484,0.1053,0.0674,12495,5,185484,0.0674
733.60,0.9926,89,0,60000,0.0015,0.9990,36,0,60000,0.0006,0.1053,19538,9,185484,0.1053,0.0674,12495,5,185484,0.0674
734.10,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1262,23401,9,185484,0.1262,0.0684,12695,5,185484,0.0684
734.60,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1262,23401,9,185484,0.1262,0.0684,12695,5,185484,0.0684
735.10,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1262,23401,9,185484,0.1262,0.0695,12895,5,185484,0.0695
735.60,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1170,21710,9,185484,0.1170,0.0695,12895,5,185484,0.0695
736.10,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1170,21710,9,185484,0.1170,0.0584,10829,4,185484,0.0584
736.60,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1190,22070,9,185484,0.1190,0.0584,10829,4,185484,0.0584
737.10,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1190,22070,9,185484,0.1190,0.0592,10989,4,185484,0.0592
737.60,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1008,18689,8,185484,0.1008,0.0592,10989,4,185484,0.0592
738.10,0.9926,89,0,60000,0.0015,0.9915,3145,0,60000,0.0524,0.1008,18689,8,185484,0.1008,0.0601,11149,4,185484,0.0601
738.60,0.9887,75,0,60000,0.0013,0.9915,3145,0,60000,0.0524,0.1025,19009,8,185484,0.1025,0.0601,11149,4,185484,0.0601
739.10,0.9887,75,0,60000,0.0013,0.9915,3145,0,60000,0.0524,0.1025,19009,8,185484,0.1025,0.0706,13103,4,185484,0.0706
739.60,0.9887,75,0,60000,0.0013,0.9975,2685,0,60000,0.0447,0.1002,18581,7,185484,0.1002,0.0706,13103,4,185484,0.0706
740.10,0.9887,75,0,60000,0.0013,0.9975,2685,0,60000,0.0447,0.1002,18581,7,185484,0.1002,0.0715,13263,4,185484,0.0715
740.60,0.9887,75,0,60000,0.0013,0.9975,2685,0,60000,0.0447,0.1002,18581,7,185484,0.1002,0.0715,13263,4,185484,0.0715
741.10,0.9887,75,0,60000,0.0013,0.9975,2685,0,60000,0.0447,0.1018,18884,8,185484,0.1018,0.0633,11736,3,185484,0.0633
741.60,0.9887,75,0,60000,0.0013,0.9959,38,0,60000,0.0006,0.1018,18884,8,185484,0.1018,0.0633,11736,3,185484,0.0633
742.10,0.9887,75,0,60000,0.0013,0.9959,38,0,60000,0.0006,0.1062,19692,9,185484,0.1062,0.0639,11856,3,185484,0.0639
742.60,0.9887,75,0,60000,0.0013,0.9733,2418,0,60000,0.0403,0.1062,19692,9,185484,0.1062,0.0639,11856,3,185484,0.0639
743.10,0.9887,75,0,60000,0.0013,0.9733,2418,0,60000,0.0403,0.1021,18941,8,185484,0.1021,0.0887,16456,3,185484,0.0887
743.60,0.9887,75,0,60000,0.0013,0.9705,726,0,60000,0.0121,0.1021,18941,8,185484,0.1021,0.0887,16456,3,185484,0.0887
744.10,0.9887,75,0,60000,0.0013,0.9705,726,0,60000,0.0121,0.0922,17099,8,185484,0.0922,0.0896,16620,4,185484,0.0896
744.60,0.9887,75,0,60000,0.0013,0.9705,726,0,60000,0.0121,0.0922,17099,8,185484,0.0922,0.0896,16620,4,185484,0.0896
745.10,0.9887,75,0,60000,0.0013,0.9705,726,0,60000,0.0121,0.0770,14283,7,185484,0.0770,0.0896,16620,4,185484,0.0896
745.60,0.9887,75,0,60000,0.0013,0.9864,50,0,60000,0.0008,0.0770,14283,7,185484,0.0770,0.0686,12722,3,185484,0.0686
746.10,0.9887,75,0,60000,0.0013,0.9864,50,0,60000,0.0008,0.0766,14207,7,185484,0.0766,0.0686,12722,3,185484,0.0686
746.60,0.9887,75,0,60000,0.0013,0.9864,50,0,60000,0.0008,0.0766,14207,7,185484,0.0766,0.0692,12842,3,185484,0.0692
747.10,0.9887,75,0,60000,0.0013,0.9864,50,0,60000,0.0008,0.0781,14487,7,185484,0.0781,0.0692,12842,3,185484,0.0692
747.60,0.9887,75,0,60000,0.0013,0.9864,50,0,60000,0.0008,0.0781,14487,7,185484,0.0781,0.0699,12962,3,185484,0.0699
748.10,0.9887,75,0,60000,0.0013,0.9830,524,0,60000,0.0087,0.0781,14487,7,185484,0.0781,0.0699,12962,3,185484,0.0699
748.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0971,18004,7,185484,0.0971,0.0705,13082,3,185484,0.0705
749.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0971,18004,7,185484,0.0971,0.0705,13082,3,185484,0.0705
749.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0987,18310,8,185484,0.0987,0.0793,14704,4,185484,0.0793
750.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0987,18310,8,185484,0.0987,0.0793,14704,4,185484,0.0793
750.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0916,16985,7,185484,0.0916,0.0801,14864,4,185484,0.0801
751.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0916,16985,7,185484,0.0916,0.0801,14864,4,185484,0.0801
751.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0931,17265,7,185484,0.0931,0.0810,15024,4,185484,0.0810
752.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0931,17265,7,185484,0.0931,0.0810,15024,4,185484,0.0810
752.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0946,17545,7,185484,0.0946,0.0819,15184,4,185484,0.0819
753.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0946,17545,7,185484,0.0946,0.0819,15184,4,185484,0.0819
753.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0961,17825,7,185484,0.0961,0.0827,15344,4,185484,0.0827
754.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0961,17825,7,185484,0.0961,0.0827,15344,4,185484,0.0827
754.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0976,18105,7,185484,0.0976,0.0512,9506,3,185484,0.0512
755.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0976,18105,7,185484,0.0976,0.0512,9506,3,185484,0.0512
755.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0976,18105,7,185484,0.0976,0.0519,9626,3,185484,0.0519
756.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0991,18385,7,185484,0.0991,0.0519,9626,3,185484,0.0519
756.60,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.0991,18385,7,185484,0.0991,0.0525,9746,3,185484,0.0525
757.10,0.9712,119,0,60000,0.0020,0.9830,524,0,60000,0.0087,0.1006,18665,7,185484,0.1006,0.0525,9746,3,185484,0.0525
757.60,0.9712,119,0,60000,0.0020,0.9714,5982,0,60000,0.0997,0.1006,18665,7,185484,0.1006,0.0532,9866,3,185484,0.0532
758.10,0.9712,119,0,60000,0.0020,0.9714,5982,0,60000,0.0997,0.1286,23859,6,185484,0.1286,0.0532,9866,3,185484,0.0532
758.60,0.9712,119,0,60000,0.0020,0.9714,5982,0,60000,0.0997,0.1286,23859,6,185484,0.1286,0.0532,9866,3,185484,0.0532
759.10,0.9712,119,0,60000,0.0020,0.9714,5982,0,60000,0.0997,0.1145,21239,5,185484,0.1145,0.0538,9986,3,185484,0.0538
759.60,0.9712,119,0,60000,0.0020,0.9714,5982,0,60000,0.0997,0.1145,21239,5,185484,0.1145,0.0379,7026,2,185484,0.0379
760.10,0.9712,119,0,60000,0.0020,0.9714,5982,0,60000,0.0997,0.0960,17804,5,185484,0.0960,0.0379,7026,2,185484,0.0379
760.60,0.9712,119,0,60000,0.0020,0.9714,5982,0,60000,0.0997,0.0960,17804,5,185484,0.0960,0.0379,7026,2,185484,0.0379
761.10,0.9712,119,0,60000,0.0020,0.9718,482,0,60000,0.0080,0.0787,14600,4,185484,0.0787,0.0383,7106,2,185484,0.0383
761.60,0.9712,119,0,60000,0.0020,0.9718,482,0,60000,0.0080,0.0787,14600,4,185484,0.0787,0.0383,7106,2,185484,0.0383
762.10,0.9938,1827,0,60000,0.0305,0.9718,482,0,60000,0.0080,0.0550,10207,3,185484,0.0550,0.0449,8320,3,185484,0.0449
762.60,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0550,10207,3,185484,0.0550,0.0449,8320,3,185484,0.0449
763.10,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0550,10207,3,185484,0.0550,0.0611,11335,4,185484,0.0611
763.60,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0754,13984,3,185484,0.0754,0.0611,11335,4,185484,0.0611
764.10,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0754,13984,3,185484,0.0754,0.0620,11495,4,185484,0.0620
764.60,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0663,12297,2,185484,0.0663,0.0620,11495,4,185484,0.0620
765.10,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0663,12297,2,185484,0.0663,0.0628,11655,4,185484,0.0628
765.60,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0669,12410,3,185484,0.0669,0.0628,11655,4,185484,0.0628
766.10,0.9938,1827,0,60000,0.0305,0.9821,3237,0,60000,0.0539,0.0669,12410,3,185484,0.0669,0.0637,11815,4,185484,0.0637
766.61,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0676,12530,3,185484,0.0676,0.0637,11815,4,185484,0.0637
767.11,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0676,12530,3,185484,0.0676,0.0646,11975,4,185484,0.0646
767.61,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0779,14442,3,185484,0.0779,0.0646,11975,4,185484,0.0646
768.11,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0779,14442,3,185484,0.0779,0.0654,12135,4,185484,0.0654
768.61,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0785,14564,4,185484,0.0785,0.0654,12135,4,185484,0.0654
769.11,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0785,14564,4,185484,0.0785,0.0663,12295,4,185484,0.0663
769.61,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0794,14724,4,185484,0.0794,0.0663,12295,4,185484,0.0663
770.11,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0794,14724,4,185484,0.0794,0.0374,6931,3,185484,0.0374
770.61,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0802,14884,4,185484,0.0802,0.0374,6931,3,185484,0.0374
771.11,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0802,14884,4,185484,0.0802,0.0254,4709,2,185484,0.0254
771.61,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0664,12314,3,185484,0.0664,0.0254,4709,2,185484,0.0254
772.11,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0664,12314,3,185484,0.0664,0.0258,4789,2,185484,0.0258
772.61,0.9938,1827,0,60000,0.0305,0.9891,1115,0,60000,0.0186,0.0670,12434,3,185484,0.0670,0.0258,4789,2,185484,0.0258
773.11,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0670,12434,3,185484,0.0670,0.0263,4869,2,185484,0.0263
773.61,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0802,14882,4,185484,0.0802,0.0263,4869,2,185484,0.0263
774.11,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0802,14882,4,185484,0.0802,0.0267,4949,2,185484,0.0267
774.61,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0811,15042,4,185484,0.0811,0.0267,4949,2,185484,0.0267
775.11,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0811,15042,4,185484,0.0811,0.0271,5029,2,185484,0.0271
775.61,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0820,15202,4,185484,0.0820,0.0271,5029,2,185484,0.0271
776.11,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0820,15202,4,185484,0.0820,0.0275,5109,2,185484,0.0275
776.61,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0820,15202,4,185484,0.0820,0.0275,5109,2,185484,0.0275
777.11,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0828,15362,4,185484,0.0828,0.0280,5189,2,185484,0.0280
777.61,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0828,15362,4,185484,0.0828,0.0280,5189,2,185484,0.0280
778.11,0.9938,1827,0,60000,0.0305,0.9764,745,0,60000,0.0124,0.0837,15522,4,185484,0.0837,0.0284,5269,2,185484,0.0284
778.61,0.9879,0,0,60000,0.0000,0.9669,0,0,60000,0.0000,0.0837,15522,4,185484,0.0837,0.0288,5349,2,185484,0.0288
779.11,0.9879,0,0,60000,0.0000,0.9669,0,0,60000,0.0000,0.0845,15682,4,185484,0.0845,0.0288,5349,2,185484,0.0288
779.61,0.9879,0,0,60000,0.0000,0.9669,0,0,60000,0.0000,0.0845,15682,4,185484,0.0845,0.0193,3575,1,185484,0.0193
780.11,0.9879,0,0,60000,0.0000,0.9669,0,0,60000,0.0000,0.0854,15842,4,185484,0.0854,0.0193,3575,1,185484,0.0193
780.61,0.9879,0,0,60000,0.0000,0.9669,0,0,60000,0.0000,0.0854,15842,4,185484,0.0854,0.0195,3615,1,185484,0.0195
781.11,0.9879,0,0,60000,0.0000,0.9669,0,0,60000,0.0000,0.0631,11712,3,185484,0.0631,0.0195,3615,1,185484,0.0195
781.61,0.9879,0,0,60000,0.0000,0.9669,0,0,60000,0.0000,0.0631,11712,3,185484,0.0631,0.0197,3655,1,185484,0.0197
782.11,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0638,11832,3,185484,0.0638,0.0197,3655,1,185484,0.0197
782.61,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0638,11832,3,185484,0.0638,0.0199,3695,1,185484,0.0199
783.11,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0746,13837,4,185484,0.0746,0.0199,3695,1,185484,0.0199
783.61,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0746,13837,4,185484,0.0746,0.0201,3735,1,185484,0.0201
784.11,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0755,13997,4,185484,0.0755,0.0201,3735,1,185484,0.0201
784.61,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0755,13997,4,185484,0.0755,0.0204,3775,1,185484,0.0204
785.11,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0255,4733,3,185484,0.0255,0.0204,3775,1,185484,0.0204
785.61,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0255,4733,3,185484,0.0255,0.0206,3815,1,185484,0.0206
786.11,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0259,4813,2,185484,0.0259,0.0206,3815,1,185484,0.0206
786.61,0.9879,0,0,60000,0.0000,0.9669,1104,0,60000,0.0184,0.0259,4813,2,185484,0.0259,0.0208,3855,1,185484,0.0208
787.11,0.9879,470,0,60000,0.0078,0.9669,1104,0,60000,0.0184,0.0264,4893,2,185484,0.0264,0.0208,3855,1,185484,0.0208
787.61,0.9879,470,0,60000,0.0078,0.9669,1104,0,60000,0.0184,0.0264,4893,2,185484,0.0264,0.0210,3895,1,185484,0.0210
788.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0399,7403,3,185484,0.0399,0.0210,3895,1,185484,0.0210
788.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0399,7403,3,185484,0.0399,0.0210,3895,1,185484,0.0210
789.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0406,7523,3,185484,0.0406,0.0210,3895,1,185484,0.0210
789.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0406,7523,3,185484,0.0406,0.0210,3895,1,185484,0.0210
790.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0412,7643,3,185484,0.0412,0.0380,7040,1,185484,0.0380
790.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0412,7643,3,185484,0.0412,0.0382,7080,1,185484,0.0382
791.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0419,7763,3,185484,0.0419,0.0382,7080,1,185484,0.0382
791.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0419,7763,3,185484,0.0419,0.0384,7120,1,185484,0.0384
792.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0425,7883,3,185484,0.0425,0.0384,7120,1,185484,0.0384
792.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0425,7883,3,185484,0.0425,0.0386,7160,1,185484,0.0386
793.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0431,8003,3,185484,0.0431,0.0386,7160,1,185484,0.0386
793.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0431,8003,3,185484,0.0431,0.0388,7200,1,185484,0.0388
794.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0438,8123,3,185484,0.0438,0.0388,7200,1,185484,0.0388
794.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0438,8123,3,185484,0.0438,0.0390,7240,1,185484,0.0390
795.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0444,8243,3,185484,0.0444,0.0390,7240,1,185484,0.0390
795.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0444,8243,3,185484,0.0444,0.0392,7280,1,185484,0.0392
796.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0451,8363,3,185484,0.0451,0.0392,7280,1,185484,0.0392
796.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0451,8363,3,185484,0.0451,0.0395,7320,1,185484,0.0395
797.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0282,5235,2,185484,0.0282,0.0395,7320,1,185484,0.0395
797.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0282,5235,2,185484,0.0282,0.0397,7360,1,185484,0.0397
798.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0153,2830,1,185484,0.0153,0.0397,7360,1,185484,0.0397
798.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0153,2830,1,185484,0.0153,0.0399,7400,1,185484,0.0399
799.11,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0155,2870,1,185484,0.0155,0.0399,7400,1,185484,0.0399
799.61,0.9879,470,0,60000,0.0078,0.9795,6002,0,60000,0.1000,0.0155,2870,1,185484,0.0155,0.0401,7440,1,185484,0.0401
800.11,0.9879,470,0,60000,0.0078,0.9962,2326,0,60000,0.0388,0.0332,6166,1,185484,0.0332,0.0401,7440,1,185484,0.0401
800.61,0.9879,470,0,60000,0.0078,0.9962,2326,0,60000,0.0388,0.0332,6166,1,185484,0.0332,0.0403,7480,1,185484,0.0403
801.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0336,6230,2,185484,0.0336,0.0403,7480,1,185484,0.0403
801.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0336,6230,2,185484,0.0336,0.0540,10014,1,185484,0.0540
802.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0340,6310,2,185484,0.0340,0.0540,10014,1,185484,0.0540
802.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0340,6310,2,185484,0.0340,0.0544,10093,2,185484,0.0544
803.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0345,6390,2,185484,0.0345,0.0544,10093,2,185484,0.0544
803.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0345,6390,2,185484,0.0345,0.0548,10173,2,185484,0.0548
804.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0349,6470,2,185484,0.0349,0.0548,10173,2,185484,0.0548
804.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0349,6470,2,185484,0.0349,0.0553,10253,2,185484,0.0553
805.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0353,6550,2,185484,0.0353,0.0553,10253,2,185484,0.0553
805.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0353,6550,2,185484,0.0353,0.0557,10333,2,185484,0.0557
806.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0357,6630,2,185484,0.0357,0.0557,10333,2,185484,0.0557
806.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0357,6630,2,185484,0.0357,0.0561,10413,2,185484,0.0561
807.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0190,3520,1,185484,0.0190,0.0561,10413,2,185484,0.0561
807.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0192,3560,1,185484,0.0192,0.0566,10493,2,185484,0.0566
808.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0192,3560,1,185484,0.0192,0.0566,10493,2,185484,0.0566
808.61,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0194,3600,1,185484,0.0194,0.0570,10573,2,185484,0.0570
809.11,0.9814,51,0,60000,0.0008,0.9962,2326,0,60000,0.0388,0.0194,3600,1,185484,0.0194,0.0570,10573,2,185484,0.0570
809.61,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0196,3640,1,185484,0.0196,0.0574,10653,2,185484,0.0574
810.11,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0196,3640,1,185484,0.0196,0.0574,10653,2,185484,0.0574
810.61,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0198,3680,1,185484,0.0198,0.0752,13955,3,185484,0.0752
811.11,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0198,3680,1,185484,0.0198,0.0752,13955,3,185484,0.0752
811.61,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0201,3720,1,185484,0.0201,0.0759,14075,3,185484,0.0759
812.11,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0201,3720,1,185484,0.0201,0.0759,14075,3,185484,0.0759
812.61,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0203,3760,1,185484,0.0203,0.0765,14195,3,185484,0.0765
813.11,0.9814,51,0,60000,0.0008,0.9834,1792,0,60000,0.0299,0.0203,3760,1,185484,0.0203,0.0765,14195,3,185484,0.0765
