t_unix,elapsed_s,gpu_used_mb,gpu0_mb,gpu1_mb,gpu2_mb,gpu3_mb,host_used_mb,host_cached_mb
1784790127.2,433.1,82604,20823,20823,20479,20479,19678,20165
1784790128.2,434.1,82604,20823,20823,20479,20479,19677,20165
1784790129.3,435.2,82604,20823,20823,20479,20479,19678,20165
1784790130.4,436.3,82604,20823,20823,20479,20479,19677,20165
1784790131.4,437.3,82604,20823,20823,20479,20479,19676,20165
1784790132.5,438.4,82604,20823,20823,20479,20479,19677,20165
1784790133.6,439.4,82604,20823,20823,20479,20479,19675,20165
1784790134.6,440.5,82604,20823,20823,20479,20479,19675,20165
1784790135.7,441.6,82604,20823,20823,20479,20479,19672,20165
1784790136.8,442.7,82604,20823,20823,20479,20479,19672,20165
1784790137.8,443.7,82604,20823,20823,20479,20479,19674,20165
1784790138.9,444.8,82604,20823,20823,20479,20479,19675,20165
1784790140.0,445.8,82604,20823,20823,20479,20479,19674,20165
1784790141.0,446.9,82604,20823,20823,20479,20479,19678,20165
1784790142.1,448.0,82604,20823,20823,20479,20479,19679,20165
1784790143.2,449.1,82604,20823,20823,20479,20479,19680,20165
1784790144.3,450.1,82604,20823,20823,20479,20479,19675,20165
1784790145.3,451.2,82604,20823,20823,20479,20479,19676,20165
1784790146.4,452.3,82604,20823,20823,20479,20479,19670,20165
