t_s,P0_use,P0_used_tok,P0_running,P1_use,P1_used_tok,P1_running,D0_use,D0_used_tok,D0_running,D1_use,D1_used_tok,D1_running
# roles: P0:P P1:P D0:D D1:D
0.00,0.0000,1,0,0.0000,1,0,0.0000,0,0,0.0000,0,0
0.50,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0
1.00,0.0000,0,0,0.1670,3340,0,0.0000,0,0,0.0000,0,0
1.50,0.2048,4096,0,0.3683,7366,0,0.0000,0,0,0.0000,0,0
2.00,0.4096,8192,0,0.3683,7366,0,0.0000,0,0,0.0000,0,0
2.50,0.4096,8192,0,0.7735,15471,0,0.0000,0,0,0.0000,0,0
3.00,0.4096,8192,0,0.8157,16314,0,0.0000,0,0,0.7029,14058,0
3.50,0.4096,8192,0,0.4271,8543,0,0.0000,0,0,0.7029,14058,0
4.00,0.0035,70,0,0.6320,12639,0,0.8345,16689,0,0.7029,14058,0
4.50,0.0035,70,0,0.8367,16735,0,0.8345,16689,0,0.7029,14058,0
5.00,0.0035,70,0,0.5334,10669,0,0.8735,17470,0,0.7029,14058,0
5.50,0.0043,87,0,0.7382,14765,0,0.8735,17470,0,0.7580,15159,0
6.00,0.0043,87,0,0.7382,14765,0,0.8735,17470,0,0.7580,15159,0
6.50,0.0043,87,0,0.5857,11715,0,0.8735,17470,0,0.8535,17070,0
7.00,0.0035,70,0,0.7905,15811,0,0.7076,14151,0,0.8535,17070,0
7.50,0.2083,4166,0,0.6347,12694,0,0.7076,14151,0,0.8535,17070,0
8.00,0.4203,8405,0,0.6347,12694,0,0.7076,14151,0,0.8535,9581,0
8.50,0.4863,9726,0,0.4653,9307,0,0.7601,15202,0,0.4790,9581,0
9.00,0.4792,9583,0,0.4653,9307,0,0.7601,15202,0,0.4790,9581,0
9.50,0.5470,10940,0,0.2083,4166,0,0.7643,15287,0,0.4790,9581,0
10.16,0.4818,9636,0,0.2083,4166,0,0.7592,15184,0,0.4790,9581,0
10.66,0.6866,13732,0,0.2615,9326,0,0.7592,15184,0,0.4835,9671,0
11.16,0.6439,12878,0,0.4663,9326,0,0.8123,16246,0,0.4835,9671,0
11.66,0.6439,12878,0,0.4779,9558,0,0.8123,16246,0,0.4835,9671,0
12.16,0.4269,8539,0,0.4779,9558,0,0.8077,16155,0,0.4835,9671,0
12.66,0.4269,8539,0,0.4563,9127,0,0.8077,16155,0,0.8365,16729,0
13.16,0.4269,8539,0,0.6612,13223,0,0.8077,16155,0,0.8365,16729,0
13.66,0.4269,87,0,0.5345,10691,0,0.7789,15577,0,0.8365,16729,0
14.16,0.0043,87,0,0.4790,9581,0,0.7789,15577,0,0.8716,17431,0
14.66,0.0043,87,0,0.6838,13677,0,0.7789,15577,0,0.8716,17431,0
15.16,0.2092,4183,0,0.6838,13677,0,0.7826,15652,0,0.8716,17431,0
15.66,0.2092,5490,0,0.7478,14955,0,0.7826,15652,0,0.8716,17431,0
16.16,0.4793,9586,0,0.5940,11880,0,0.7305,14609,0,0.8716,17431,0
16.66,0.4916,9832,0,0.5940,11949,0,0.7305,14609,0,0.8716,17431,0
17.16,0.4254,8508,0,0.5975,11949,0,0.7305,14609,0,0.8716,17431,0
17.66,0.6302,12604,0,0.5383,10765,0,0.7358,14716,0,0.8722,17445,0
18.16,0.6302,12604,0,0.4448,8896,0,0.7358,14716,0,0.8722,15504,0
18.82,0.6302,12604,0,0.4448,8896,0,0.7385,14769,0,0.7752,15504,0
19.32,0.6302,12604,0,0.3735,7470,0,0.7385,14818,0,0.7014,14028,0
19.88,0.2100,4200,0,0.4131,8262,0,0.7409,14818,0,0.7014,14028,0
20.38,0.2751,5502,0,0.4131,8262,0,0.7409,14818,0,0.7014,14028,0
20.88,0.4799,9598,0,0.4131,8262,0,0.7409,14818,0,0.7014,14028,0
21.38,0.6847,13694,0,0.4131,8262,0,0.7110,14221,0,0.7014,14028,0
21.88,0.6847,13694,0,0.4131,8262,0,0.7110,14221,0,0.5523,11046,0
22.38,0.6879,13759,0,0.4131,8262,0,0.7137,14273,0,0.5523,11046,0
22.88,0.8928,17855,0,0.2092,4183,0,0.7137,14273,0,0.5523,11046,0
23.38,0.8928,17855,0,0.2092,4183,0,0.6634,13269,0,0.5523,11046,0
23.88,0.7152,14304,0,0.2092,4183,0,0.6634,13269,0,0.7886,15773,0
24.38,0.7152,14304,0,0.2092,4183,0,0.6634,13269,0,0.7886,15773,0
24.88,0.6456,12913,0,0.2744,5488,0,0.6634,13269,0,0.8213,16425,0
25.38,0.6456,12913,0,0.4792,9584,0,0.7246,14491,0,0.8213,16425,0
25.88,0.4812,9624,0,0.4131,8262,0,0.7246,14491,0,0.8233,16465,0
26.38,0.5444,10888,0,0.7719,15438,0,0.7246,14491,0,0.8233,16465,0
26.88,0.5980,11960,0,0.7719,15438,0,0.7246,14491,0,0.8233,16465,0
27.38,0.5980,11960,0,0.7719,15438,0,0.7200,14400,0,0.8485,16969,0
27.88,0.5980,6827,0,0.7719,15438,0,0.7200,14400,0,0.8485,16969,0
28.38,0.5462,10923,0,0.7719,15438,0,0.7174,14347,0,0.8485,16969,0
28.88,0.6016,12032,0,0.2083,4166,0,0.7174,14347,0,0.7313,14627,0
29.38,0.6391,12783,0,0.2083,4166,0,0.7139,14279,0,0.7313,14627,0
29.88,0.6391,12783,0,0.2083,4166,0,0.7139,14279,0,0.7313,14627,0
30.38,0.5755,11510,0,0.2083,4166,0,0.7139,14279,0,0.8572,17145,0
30.88,0.6204,12409,0,0.2083,4166,0,0.7139,14279,0,0.8572,17145,0
31.38,0.8253,16505,0,0.2083,4166,0,0.7280,14560,0,0.8572,17145,0
31.88,0.8253,16505,0,0.2083,4166,0,0.7280,14560,0,0.8662,17324,0
32.38,0.6278,12555,0,0.0035,70,0,0.7399,14799,0,0.8662,17324,0
32.88,0.6670,13340,0,0.4417,8835,0,0.7399,14799,0,0.8662,17012,0
33.38,0.6236,12472,0,0.4867,9733,0,0.7399,14799,0,0.8506,17012,0
33.88,0.6236,12472,0,0.2817,5633,0,0.7399,14799,0,0.8506,17012,0
34.38,0.6041,12082,0,0.2817,5633,0,0.7517,15034,0,0.8506,17012,0
34.88,0.6416,12832,0,0.2817,5633,0,0.7517,15034,0,0.8488,16975,0
35.38,0.6204,12409,0,0.2817,5633,0,0.7517,15034,0,0.8488,16975,0
35.88,0.8253,16505,0,0.2817,5633,0,0.7517,15034,0,0.8406,16812,0
36.38,0.8253,16505,0,0.2817,5633,0,0.7517,15034,0,0.8406,16812,0
36.88,0.6864,13727,0,0.2817,5633,0,0.7992,15984,0,0.6762,13524,0
37.38,0.6569,13137,0,0.2817,5633,0,0.7992,15984,0,0.6762,13524,0
37.88,0.6569,13137,0,0.2817,5633,0,0.8359,16719,0,0.6762,13524,0
38.38,0.8558,17116,0,0.2817,5633,0,0.8359,16719,0,0.6762,13524,0
38.88,0.8558,17116,0,0.2817,5633,0,0.8379,16759,0,0.8240,16480,0
39.38,0.7590,15180,0,0.2817,5633,0,0.8379,16759,0,0.8240,16480,0
39.88,0.5505,11011,0,0.2817,5633,0,0.8403,16805,0,0.8240,16480,0
40.38,0.4792,9584,0,0.2090,4180,0,0.8403,16805,0,0.7927,15854,0
40.88,0.6840,13680,0,0.4239,8477,0,0.8900,17800,0,0.7927,15854,0
41.38,0.5111,10222,0,0.4239,8477,0,0.8900,17800,0,0.7927,15854,0
41.88,0.7167,14335,0,0.4239,8477,0,0.8927,17854,0,0.7927,15854,0
42.38,0.7167,14335,0,0.4239,8477,0,0.8927,17854,0,0.7927,15854,0
42.88,0.6310,12619,0,0.4239,8477,0,0.8927,17854,0,0.7927,15854,0
43.38,0.5647,11294,0,0.0043,87,0,0.8927,17854,0,0.8657,17313,0
43.88,0.7695,15390,0,0.0043,87,0,0.8030,16060,0,0.8657,17313,0
44.38,0.7695,15390,0,0.0043,87,0,0.8030,16060,0,0.8657,17313,0
44.88,0.4860,9720,0,0.0043,87,0,0.6351,12701,0,0.7990,15980,0
45.38,0.4860,9720,0,0.0043,87,0,0.6351,12701,0,0.7990,15980,0
45.88,0.6908,13816,0,0.2090,4180,0,0.6351,12701,0,0.7990,14746,0
46.38,0.5638,11277,0,0.2090,4180,0,0.6351,12701,0,0.7373,14746,0
46.88,0.6069,12137,0,0.4937,9874,0,0.6351,12701,0,0.7373,14746,0
47.38,0.6069,12137,0,0.4937,9874,0,0.8558,17116,0,0.7373,14746,0
47.88,0.4988,9976,0,0.4937,9874,0,0.8558,17116,0,0.8123,16245,0
48.38,0.6196,12392,0,0.2404,4807,0,0.8558,17116,0,0.8123,16245,0
48.88,0.6196,12392,0,0.2404,4807,0,0.8558,17116,0,0.7871,15742,0
49.38,0.6512,13023,0,0.2404,4807,0,0.7780,15560,0,0.7871,15742,0
49.88,0.6512,13023,0,0.2404,4807,0,0.7780,15560,0,0.7871,15742,0
50.38,0.8456,16911,0,0.2404,4807,0,0.7700,15399,0,0.7871,15742,0
50.88,0.9304,18607,0,0.2404,4807,0,0.7700,15399,0,0.7871,15742,0
51.38,0.9304,18607,0,0.2404,4807,0,0.7700,15399,0,0.7871,15742,0
51.88,0.5020,14153,0,0.2781,5562,0,0.7700,15399,0,0.7871,15742,0
52.38,0.7077,14153,0,0.2781,5562,0,0.7700,15399,0,0.7868,15736,0
52.88,0.9124,18249,0,0.2781,5562,0,0.7700,15399,0,0.7868,15736,0
53.38,0.4218,8435,0,0.2781,70,0,0.7117,14235,0,0.7054,14107,0
53.88,0.4148,8296,0,0.2083,4166,0,0.7117,14235,0,0.7054,14107,0
54.38,0.6204,12409,0,0.2083,4166,0,0.7779,15557,0,0.7054,14107,0
54.88,0.6204,12409,0,0.2083,4166,0,0.7779,15557,0,0.7054,14107,0
55.38,0.8253,16505,0,0.2083,4166,0,0.8368,16737,0,0.8792,17585,0
55.88,0.5877,11755,0,0.2083,4166,0,0.8368,16737,0,0.8792,17585,0
56.38,0.5495,10991,0,0.2083,4166,0,0.7318,14635,0,0.6339,12678,0
56.88,0.5868,11737,0,0.2090,4180,0,0.7318,14635,0,0.6339,12678,0
57.38,0.4588,9176,0,0.2090,5844,0,0.7318,14635,0,0.7388,14776,0
57.88,0.6636,13272,0,0.4970,9940,0,0.7318,14635,0,0.7388,14776,0
58.38,0.6636,13272,0,0.4970,9940,0,0.8081,16161,0,0.8505,17009,0
58.88,0.6636,13272,0,0.4843,9685,0,0.8081,16161,0,0.8505,17009,0
59.38,0.2083,4166,0,0.4843,9685,0,0.8354,16707,0,0.8505,17009,0
59.88,0.2083,4166,0,0.4148,8296,0,0.8354,16707,0,0.8505,17009,0
60.38,0.2083,4166,0,0.6196,12392,0,0.6675,13351,0,0.7826,15653,0
60.88,0.2821,5642,0,0.4546,9091,0,0.6675,13351,0,0.7826,15653,0
61.38,0.2821,5642,0,0.4546,9091,0,0.6912,13824,0,0.7251,14503,0
61.88,0.2077,4153,0,0.4463,8926,0,0.6912,13824,0,0.7251,14503,0
62.38,0.4481,8963,0,0.6511,13022,0,0.6277,12553,0,0.7251,14503,0
62.88,0.6554,13108,0,0.6004,12008,0,0.6277,12553,0,0.7251,14503,0
63.38,0.6554,13108,0,0.5890,11781,0,0.6277,12553,0,0.8976,17952,0
63.88,0.6554,13108,0,0.5890,11781,0,0.6277,12553,0,0.8976,17952,0
64.38,0.6554,13108,0,0.5885,11770,0,0.8420,16840,0,0.6352,12704,0
64.88,0.6554,13108,0,0.5885,11770,0,0.8420,16840,0,0.6352,12704,0
65.38,0.0035,4166,0,0.5885,11770,0,0.7261,14522,0,0.6352,12704,0
65.88,0.2083,4166,0,0.6165,12329,0,0.7261,14522,0,0.6352,12704,0
66.39,0.4858,9716,0,0.4137,8273,0,0.8449,16899,0,0.6352,12704,0
66.89,0.7073,14145,0,0.4137,8273,0,0.8449,16899,0,0.6833,13665,0
67.39,0.7073,14145,0,0.4137,8273,0,0.8449,16899,0,0.6833,13665,0
67.89,0.7257,14514,0,0.4325,8650,0,0.8449,16899,0,0.6833,13665,0
68.39,0.7257,14514,0,0.2083,4166,0,0.6768,13537,0,0.6833,13665,0
68.89,0.7257,14514,0,0.2778,5556,0,0.6768,13537,0,0.7819,15637,0
69.39,0.7257,14514,0,0.4826,9652,0,0.6768,13537,0,0.7819,15637,0
69.89,0.7257,14514,0,0.6298,12595,0,0.6768,13537,0,0.7819,15637,0
70.39,0.0035,70,0,0.6298,12595,0,0.8086,16172,0,0.7353,14707,0
70.89,0.0035,70,0,0.7463,14926,0,0.8086,16172,0,0.7353,14707,0
71.39,0.0035,70,0,0.6785,13570,0,0.7046,14092,0,0.7353,14707,0
71.89,0.0035,70,0,0.5975,11950,0,0.7046,14092,0,0.7353,14707,0
72.39,0.2082,4164,0,0.5833,11666,0,0.7046,14092,0,0.7301,14603,0
72.89,0.2082,4164,0,0.6185,12369,0,0.6752,13504,0,0.7301,14603,0
73.39,0.2082,4164,0,0.6185,12369,0,0.6752,13504,0,0.7301,14603,0
73.89,0.2099,4197,0,0.5608,11216,0,0.6783,13566,0,0.7378,14755,0
74.39,0.2099,4197,0,0.4854,9708,0,0.6783,13566,0,0.7378,14755,0
74.89,0.4808,9617,0,0.5038,10075,0,0.6783,13566,0,0.7378,14755,0
75.39,0.8271,16542,0,0.5038,10075,0,0.8351,16703,0,0.7378,14755,0
75.89,0.5561,11122,0,0.3761,7523,0,0.8351,16703,0,0.6226,12451,0
76.39,0.5561,11122,0,0.3761,7523,0,0.8351,16703,0,0.6226,12451,0
76.89,0.4512,9024,0,0.3761,7523,0,0.7403,14806,0,0.6269,12538,0
77.39,0.5462,10924,0,0.3761,7523,0,0.7403,14806,0,0.6269,12538,0
77.89,0.5916,11832,0,0.2077,4153,0,0.7468,14935,0,0.6269,12538,0
78.39,0.7964,15928,0,0.2879,5759,0,0.7468,14935,0,0.6826,13652,0
78.89,0.7964,15928,0,0.4928,9855,0,0.7468,14935,0,0.6826,13652,0
79.39,0.7964,15928,0,0.4928,9855,0,0.8638,17275,0,0.6846,13692,0
79.91,0.4905,9811,0,0.4923,9845,0,0.8638,17275,0,0.6846,13692,0
80.41,0.4905,9811,0,0.4923,11295,0,0.8638,17275,0,0.8452,16904,0
80.91,0.4960,9920,0,0.4855,9710,0,0.8652,17304,0,0.8452,16904,0
81.41,0.4960,9920,0,0.4855,9710,0,0.8652,17304,0,0.8472,16944,0
81.91,0.4617,9233,0,0.4907,9814,0,0.8652,17304,0,0.8472,16944,0
82.41,0.4617,9233,0,0.5269,10538,0,0.8652,17304,0,0.6901,13801,0
82.91,0.4617,9233,0,0.5269,10538,0,0.7731,15462,0,0.6901,13801,0
83.41,0.2083,4166,0,0.3787,7575,0,0.7731,15462,0,0.6929,13858,0
83.91,0.2083,4166,0,0.3787,7575,0,0.7731,15462,0,0.6929,13858,0
84.41,0.4416,8833,0,0.4744,9489,0,0.7899,15797,0,0.8023,16045,0
84.91,0.6190,12380,0,0.2917,5834,0,0.7899,15797,0,0.8023,16045,0
85.41,0.5988,11977,0,0.4965,9930,0,0.7899,15797,0,0.8023,16045,0
85.91,0.8036,16073,0,0.4965,9930,0,0.7978,15957,0,0.6884,13768,0
86.41,0.8036,16073,0,0.4965,9930,0,0.7978,15957,0,0.6884,13768,0
86.91,0.5128,10256,0,0.4965,9930,0,0.7978,15957,0,0.6884,13768,0
87.41,0.7176,14352,0,0.2083,4166,0,0.7978,15957,0,0.8568,17136,0
87.91,0.2268,4537,0,0.2083,4166,0,0.6922,13844,0,0.8568,17136,0
88.41,0.7106,14212,0,0.2083,4166,0,0.6922,13844,0,0.8568,17136,0
88.91,0.7628,15256,0,0.2083,4166,0,0.7637,15273,0,0.8568,16186,0
89.41,0.7628,15256,0,0.2232,4464,0,0.7637,15273,0,0.8093,16186,0
89.91,0.7831,15662,0,0.2232,4464,0,0.7637,15273,0,0.8113,16225,0
90.41,0.5334,10669,0,0.2232,4464,0,0.8001,16002,0,0.8113,16225,0
90.91,0.7382,14765,0,0.2195,4389,0,0.8001,16002,0,0.8113,16225,0
91.41,0.7382,14765,0,0.2195,4389,0,0.8001,16002,0,0.8113,16225,0
91.91,0.4860,9720,0,0.4941,9882,0,0.8001,16002,0,0.8113,16225,0
92.41,0.6908,13816,0,0.4941,9882,0,0.7409,14819,0,0.8617,17234,0
92.91,0.6908,13816,0,0.4941,9882,0,0.7409,14819,0,0.8617,17234,0
93.41,0.6185,12369,0,0.4941,9882,0,0.7409,14819,0,0.8637,17274,0
93.91,0.8233,16465,0,0.1719,3437,0,0.6915,13830,0,0.8014,16029,0
94.47,0.5600,11200,0,0.1719,3437,0,0.6915,13830,0,0.8014,16029,0
94.97,0.6022,12044,0,0.3879,7758,0,0.6915,13830,0,0.8014,16029,0
95.47,0.6401,12802,0,0.5927,11854,0,0.6915,13830,0,0.6839,13679,0
95.97,0.6401,12802,0,0.5645,11289,0,0.6915,13830,0,0.6839,13679,0
96.47,0.7137,14275,0,0.5645,11289,0,0.6915,13830,0,0.6839,13679,0
96.97,0.7137,14275,0,0.4940,9880,0,0.6915,13830,0,0.6839,13679,0
97.47,0.7638,15276,0,0.4940,9880,0,0.8642,17285,0,0.6839,13679,0
97.97,0.7638,15276,0,0.6583,13166,0,0.8642,17285,0,0.6839,13679,0
98.47,0.7638,15276,0,0.5618,11236,0,0.8561,17122,0,0.8730,17459,0
98.97,0.7638,15276,0,0.7666,15332,0,0.8561,17122,0,0.8730,17459,0
99.47,0.3831,7662,0,0.7666,15332,0,0.8577,17154,0,0.8807,17613,0
99.97,0.3932,7865,0,0.7666,15332,0,0.8577,17154,0,0.8807,17613,0
100.47,0.4344,8688,0,0.7666,15332,0,0.6917,13835,0,0.8827,17653,0
100.97,0.7294,14588,0,0.0050,101,0,0.6917,13835,0,0.8827,17653,0
101.47,0.7294,14588,0,0.3756,7512,0,0.6917,13835,0,0.8827,17653,0
101.97,0.8166,16332,0,0.3756,7512,0,0.6917,13835,0,0.6423,12847,0
102.47,0.8166,16332,0,0.3756,7512,0,0.6917,13835,0,0.6423,12847,0
102.97,0.8166,16332,0,0.3896,7792,0,0.7584,15168,0,0.7601,15202,0
103.47,0.8166,16332,0,0.3896,7792,0,0.7584,15168,0,0.7601,15202,0
103.97,0.2082,4164,0,0.4278,8556,0,0.7874,15748,0,0.8657,17314,0
104.47,0.2082,4164,0,0.6326,12652,0,0.7874,15748,0,0.8657,17314,0
104.97,0.2082,4164,0,0.5688,11376,0,0.7902,15803,0,0.8657,17314,0
105.47,0.2083,4166,0,0.5688,11376,0,0.7902,15803,0,0.6925,13849,0
105.98,0.2828,5656,0,0.6719,13438,0,0.7902,15803,0,0.6925,13849,0
106.48,0.4876,9752,0,0.6719,13438,0,0.7902,15803,0,0.6925,13849,0
106.98,0.4876,9752,0,0.7186,14371,0,0.7482,14965,0,0.6925,13849,0
107.48,0.4903,9805,0,0.7186,11450,0,0.7482,14965,0,0.6925,13849,0
107.98,0.4903,9805,0,0.7773,15546,0,0.7482,14965,0,0.8700,17400,0
108.48,0.4903,9805,0,0.7773,15753,0,0.7482,14965,0,0.8700,17400,0
108.98,0.3003,6006,0,0.7876,15753,0,0.7482,14965,0,0.7601,15202,0
109.48,0.3768,7536,0,0.6311,12622,0,0.7482,14965,0,0.7601,15202,0
109.98,0.3768,7536,0,0.8359,16718,0,0.8658,17316,0,0.7601,15202,0
110.48,0.4960,9919,0,0.6919,13839,0,0.8658,17316,0,0.7601,15202,0
110.98,0.7007,14015,0,0.7684,15368,0,0.8829,17658,0,0.7612,15225,0
111.48,0.7007,14015,0,0.7684,15368,0,0.8829,17658,0,0.7612,15225,0
111.98,0.4732,9464,0,0.7684,15368,0,0.8863,17726,0,0.7612,15225,0
112.48,0.4732,9464,0,0.7684,15368,0,0.8863,17726,0,0.7605,15211,0
112.98,0.3792,7585,0,0.7684,15368,0,0.7139,14278,0,0.7605,15211,0
113.48,0.3792,7585,0,0.7684,15368,0,0.7139,14278,0,0.6555,13110,0
113.98,0.4773,9546,0,0.2088,4176,0,0.8593,17186,0,0.6555,13110,0
114.48,0.4773,9546,0,0.4923,9846,0,0.8593,17186,0,0.6555,13110,0
114.98,0.4773,9546,0,0.4923,9846,0,0.8636,17272,0,0.7600,15200,0
115.48,0.2216,4432,0,0.4822,9644,0,0.8636,17272,0,0.7600,15200,0
115.98,0.2216,4432,0,0.4822,9644,0,0.6880,13760,0,0.7600,15200,0
116.48,0.2216,4432,0,0.4131,8262,0,0.6880,13760,0,0.8554,17107,0
117.04,0.2216,4432,0,0.6179,12358,0,0.6900,13800,0,0.8554,16253,0
117.54,0.2082,4164,0,0.2303,4605,0,0.6900,13800,0,0.8126,16253,0
118.04,0.4701,9401,0,0.4350,8701,0,0.6900,13800,0,0.8126,16253,0
118.54,0.4701,9401,0,0.4467,8935,0,0.7854,15708,0,0.8126,16253,0
119.04,0.4701,9401,0,0.4467,8935,0,0.7854,15708,0,0.8126,16253,0
119.54,0.2102,4205,0,0.4216,8432,0,0.8485,16970,0,0.6456,12912,0
120.04,0.2102,4205,0,0.6264,12528,0,0.8485,16970,0,0.6456,12912,0
120.54,0.2102,4205,0,0.6638,13276,0,0.8505,17010,0,0.7091,14183,0
121.04,0.2102,4205,0,0.6638,13276,0,0.8505,17010,0,0.7091,14183,0
121.54,0.2102,4205,0,0.4637,9274,0,0.8347,16695,0,0.7091,14183,0
122.04,0.2102,4205,0,0.4966,9932,0,0.8347,16695,0,0.7091,14183,0
122.54,0.0050,101,0,0.6155,12309,0,0.8347,16695,0,0.7091,14183,0
123.04,0.0050,101,0,0.5010,10020,0,0.8347,16695,0,0.7091,14183,0
123.54,0.0050,101,0,0.7058,14116,0,0.8105,16210,0,0.7091,14183,0
124.04,0.0050,101,0,0.7058,14116,0,0.8105,16210,0,0.7142,14284,0
124.54,0.0050,101,0,0.4136,8272,0,0.8047,16095,0,0.7142,14284,0
125.04,0.1764,3529,0,0.6184,12368,0,0.8047,16095,0,0.7142,14284,0
125.54,0.1764,3529,0,0.6184,12368,0,0.8047,16095,0,0.7142,14284,0
126.04,0.2080,4160,0,0.8232,16464,0,0.8047,16095,0,0.7142,14284,0
126.54,0.2080,4160,0,0.5201,10402,0,0.8047,16095,0,0.8116,16233,0
127.04,0.0040,79,0,0.5577,11154,0,0.7063,14126,0,0.8116,16233,0
127.54,0.3801,7603,0,0.5577,11154,0,0.7063,14126,0,0.8116,16233,0
128.04,0.3801,7603,0,0.4243,8485,0,0.8029,16058,0,0.8116,16233,0
128.54,0.5849,11699,0,0.5773,11546,0,0.8029,16058,0,0.8649,17297,0
129.04,0.6194,12389,0,0.5773,11546,0,0.8067,16135,0,0.8649,17297,0
129.54,0.7343,14686,0,0.3872,7745,0,0.8067,16135,0,0.8649,17297,0
130.04,0.6262,12524,0,0.3872,7745,0,0.8067,16135,0,0.8761,17522,0
130.54,0.6262,12524,0,0.4215,8430,0,0.7981,15961,0,0.8761,17522,0
131.04,0.5672,11344,0,0.5240,10479,0,0.7981,15961,0,0.8781,17562,0
131.54,0.6046,12091,0,0.4382,8765,0,0.7981,15961,0,0.8781,17562,0
132.04,0.6046,12091,0,0.2743,5487,0,0.7913,15825,0,0.8143,16285,0
132.54,0.4619,9238,0,0.4792,9583,0,0.7913,15825,0,0.8143,16285,0
133.04,0.4619,9238,0,0.4792,9583,0,0.7913,15825,0,0.8178,16356,0
133.54,0.3791,7583,0,0.2323,4646,0,0.7650,15300,0,0.8178,16356,0
134.04,0.4659,9319,0,0.2323,4646,0,0.7650,15300,0,0.7610,15220,0
134.54,0.4998,9996,0,0.2129,4257,0,0.7650,15300,0,0.7610,15220,0
135.04,0.7131,14262,0,0.2129,4257,0,0.7650,15300,0,0.7610,15220,0
135.54,0.7131,11869,0,0.4177,8353,0,0.7650,15300,0,0.7610,15220,0
136.04,0.5935,15965,0,0.4220,8440,0,0.7642,15285,0,0.7610,15220,0
136.54,0.7983,15965,0,0.1772,3543,0,0.7642,15285,0,0.7112,14224,0
137.04,0.7983,15965,0,0.1772,3543,0,0.7045,14089,0,0.7112,14224,0
137.54,0.4791,9582,0,0.3912,7824,0,0.7045,14089,0,0.6405,12811,0
138.04,0.5589,11179,0,0.2419,4838,0,0.7045,13140,0,0.6405,12811,0
138.54,0.4929,9857,0,0.5594,11188,0,0.6570,13140,0,0.7540,15079,0
139.04,0.4572,9144,0,0.5594,11188,0,0.6570,13140,0,0.7540,15079,0
139.54,0.6620,13240,0,0.5594,11188,0,0.6570,13140,0,0.8216,16432,0
140.04,0.6620,13240,0,0.5594,11188,0,0.8861,17721,0,0.8216,16432,0
140.54,0.6620,13240,0,0.0386,3684,0,0.8861,17721,0,0.7245,14490,0
141.04,0.2497,4995,0,0.3890,7780,0,0.7533,15066,0,0.7245,14490,0
141.54,0.4394,8787,0,0.3890,7780,0,0.7533,15066,0,0.6696,13393,0
142.04,0.4394,8787,0,0.4902,9804,0,0.7662,15325,0,0.6696,13393,0
142.65,0.5384,10768,0,0.4122,8244,0,0.7662,15325,0,0.6696,13393,0
143.15,0.5384,10768,0,0.3936,7871,0,0.8890,17780,0,0.5551,11102,0
143.65,0.2778,5556,0,0.4104,8209,0,0.8890,17780,0,0.5551,11102,0
144.15,0.4826,9652,0,0.4104,8209,0,0.8890,17780,0,0.5716,11433,0
144.65,0.4826,9652,0,0.3827,7655,0,0.6463,12926,0,0.5716,11433,0
145.15,0.2347,4695,0,0.4811,9622,0,0.6463,17768,0,0.5716,11433,0
145.65,0.3869,7738,0,0.4811,9622,0,0.8884,17768,0,0.5716,11433,0
146.16,0.3869,7738,0,0.3611,7222,0,0.8884,17768,0,0.5716,11433,0
146.66,0.3869,7738,0,0.3611,7222,0,0.8884,17768,0,0.6654,13308,0
147.16,0.2434,4867,0,0.4220,8441,0,0.8884,17768,0,0.6654,13308,0
147.66,0.4522,9045,0,0.4291,8582,0,0.7911,15822,0,0.6654,13308,0
148.16,0.6571,13141,0,0.4291,8582,0,0.7911,15822,0,0.6654,13308,0
148.66,0.6571,13141,0,0.4291,8582,0,0.8508,17015,0,0.7923,15846,0
149.16,0.6548,13096,0,0.1845,3689,0,0.8508,17015,0,0.7923,15846,0
149.66,0.5702,11403,0,0.1845,3689,0,0.8508,17015,0,0.8226,16453,0
150.16,0.7750,15499,0,0.1845,3689,0,0.8562,17124,0,0.8226,16453,0
150.66,0.7750,15499,0,0.1845,238,0,0.8562,17124,0,0.8226,16453,0
151.16,0.7001,14002,0,0.2167,4334,0,0.8562,17124,0,0.8226,16453,0
151.66,0.5234,10468,0,0.2167,4334,0,0.8562,17124,0,0.8226,16453,0
152.16,0.4496,8992,0,0.0065,129,0,0.6777,13554,0,0.7470,14941,0
152.66,0.6544,13088,0,0.0065,3631,0,0.6777,13554,0,0.7470,14941,0
153.16,0.6697,13394,0,0.1815,3631,0,0.6777,13554,0,0.7470,14941,0
153.66,0.6697,13394,0,0.1815,3631,0,0.6777,13554,0,0.7470,14941,0
154.16,0.6668,13336,0,0.0397,794,0,0.6777,13554,0,0.8813,17626,0
154.66,0.4487,8974,0,0.1812,3625,0,0.7361,14722,0,0.8813,17626,0
155.16,0.6546,13093,0,0.1812,3625,0,0.7361,14722,0,0.8813,17626,0
155.66,0.8595,17189,0,0.2337,4674,0,0.7361,14722,0,0.8407,16815,0
156.16,0.8595,17189,0,0.4464,8927,0,0.8944,17889,0,0.8407,16815,0
156.66,0.6804,13608,0,0.4464,8927,0,0.8944,17889,0,0.8407,16815,0
157.16,0.5270,10540,0,0.2505,5009,0,0.6612,13223,0,0.7840,15679,0
157.66,0.3595,7191,0,0.2505,5009,0,0.6612,13223,0,0.7840,15679,0
158.16,0.5969,11939,0,0.2039,4078,0,0.6612,13223,0,0.7840,15679,0
158.66,0.5969,11939,0,0.1844,3688,0,0.6612,13223,0,0.5514,11028,0
