ts,tier,src_gpu,tokens,bytes,ms,sync
1785920444.605,host,-1,93,12189696,3.735,1
1785920444.614,host,-1,511,66977792,5.751,1
1785920446.804,host,-1,58,7602176,3.612,1
1785920455.116,host,-1,28,3670016,3.564,1
1785920455.123,host,-1,511,66977792,5.779,1
1785920455.943,host,-1,327,42860544,3.735,1
1785920457.811,host,-1,39,5111808,3.513,1
1785920461.897,host,-1,365,47841280,5.236,1
1785920471.675,host,-1,1608,210763776,11.344,1
1785920512.549,host,-1,511,66977792,4.542,1
1785920514.267,host,-1,1059,138805248,7.366,1
1785920514.274,host,-1,1013,132775936,7.064,1
1785920516.947,host,-1,1040,136314880,8.115,1
1785920517.829,host,-1,915,119930880,6.487,1
1785920523.004,host,-1,1042,136577024,7.127,1
1785920523.016,host,-1,1733,227147776,11.347,1
1785920523.024,host,-1,294,38535168,5.242,1
1785920529.400,host,-1,34,4456448,2.041,1
1785920532.899,host,-1,511,66977792,5.149,1
1785920534.767,host,-1,511,66977792,4.543,1
1785920536.163,host,-1,265,34734080,3.281,1
1785920538.897,host,-1,511,66977792,4.444,1
1785920538.904,host,-1,905,118620160,6.368,1
1785920541.044,host,-1,1052,137887744,8.604,1
1785920541.943,host,-1,473,61997056,4.433,1
1785920544.436,host,-1,293,38404096,3.348,1
1785920544.469,host,-1,511,66977792,7.482,1
1785920557.927,host,-1,578,75759616,5.006,1
1785920560.811,host,-1,527,69074944,6.112,1
1785920565.840,host,-1,475,62259200,5.620,1
1785920566.661,host,-1,511,66977792,4.426,1
1785920570.056,host,-1,511,66977792,5.077,1
1785920570.062,host,-1,511,66977792,4.775,1
1785920570.067,host,-1,458,60030976,4.135,1
1785920575.665,host,-1,511,66977792,4.409,1
1785920581.796,host,-1,511,66977792,4.432,1
1785920584.757,host,-1,1049,137494528,7.176,1
1785920584.773,host,-1,2628,344457216,15.651,1
1785920586.007,host,-1,511,66977792,4.438,1
1785920586.369,host,-1,532,69730304,4.615,1
1785920587.852,host,-1,22,2883584,1.947,1
1785920590.394,host,-1,1328,174063616,8.623,1
1785920590.400,host,-1,568,74448896,4.649,1
1785920591.042,host,-1,1580,207093760,10.046,1
1785920592.985,host,-1,968,126877696,6.719,1
1785920594.045,host,-1,261,34209792,3.262,1
1785920603.446,host,-1,69,9043968,2.186,1
1785920605.369,host,-1,262,34340864,3.245,1
1785920605.371,host,-1,56,7340032,2.102,1
1785920606.356,host,-1,168,22020096,2.780,1
1785920607.551,host,-1,93,12189696,2.330,1
1785920607.554,host,-1,161,21102592,2.606,1
1785920609.993,host,-1,511,66977792,4.502,1
1785920609.996,host,-1,68,8912896,2.156,1
1785920613.735,host,-1,511,66977792,4.533,1
1785920616.730,host,-1,406,53215232,3.966,1
1785920624.174,host,-1,511,66977792,4.552,1
1785920627.238,host,-1,1057,138543104,7.320,1
1785920634.252,host,-1,511,66977792,4.463,1
1785920639.690,host,-1,252,33030144,3.223,1
1785920640.369,host,-1,511,66977792,4.429,1
1785920647.929,host,-1,2233,292683776,13.738,1
1785920648.359,host,-1,25,3276800,2.023,1
1785920654.060,host,-1,920,120586240,6.471,1
1785920656.356,host,-1,1697,222429184,10.977,1
1785920657.933,host,-1,554,72613888,4.863,1
1785920661.509,host,-1,1070,140247040,7.462,1
1785920662.950,host,-1,511,66977792,4.498,1
1785920664.840,host,-1,683,89522176,5.350,1
1785920671.869,host,-1,511,66977792,4.451,1
1785920688.146,host,-1,28,3670016,1.961,1
1785920691.222,host,-1,514,67371008,4.559,1
1785920697.965,host,-1,811,106299392,5.910,1
1785920697.971,host,-1,511,66977792,4.397,1
1785920698.512,host,-1,897,117571584,6.350,1
1785920699.714,host,-1,511,66977792,4.527,1
1785920703.868,host,-1,573,75104256,4.760,1
1785920704.914,host,-1,511,66977792,4.576,1
1785920706.725,host,-1,940,123207680,6.753,1
1785920707.300,host,-1,471,61734912,4.252,1
1785920709.315,host,-1,511,66977792,4.504,1
1785920712.910,host,-1,1606,210501632,10.294,1
1785920713.330,host,-1,511,66977792,4.523,1
1785920718.390,host,-1,511,66977792,4.553,1
1785920718.785,host,-1,511,66977792,4.526,1
1785920721.380,host,-1,511,66977792,4.573,1
1785920722.680,host,-1,511,66977792,4.561,1
1785920726.332,host,-1,511,66977792,4.555,1
1785920753.173,host,-1,1579,206962688,10.327,1
