ts,tier,src_gpu,tokens,bytes,ms,sync
1785919450.537,peer,1,511,66977792,3.021,1
1785919451.133,peer,1,1358,177995776,5.502,1
1785919454.841,peer,1,1049,137494528,4.604,1
1785919454.935,peer,1,589,77201408,6.188,1
1785919457.424,peer,1,950,124518400,4.329,1
1785919459.264,peer,1,1100,144179200,4.794,1
1785919459.645,peer,1,391,51249152,2.828,1
1785919461.568,peer,1,1036,135790592,4.591,1
1785919463.680,peer,1,1569,205651968,6.219,1
1785919463.882,peer,1,511,66977792,6.678,1
1785919464.135,peer,1,511,66977792,3.042,1
1785919470.785,peer,1,1008,132120576,4.460,1
1785919473.559,peer,1,511,66977792,3.123,1
1785919473.913,peer,1,511,66977792,3.069,1
1785919475.051,peer,1,511,66977792,3.072,1
1785919475.660,peer,1,707,92667904,3.639,1
1785919478.218,peer,1,511,66977792,3.041,1
1785919478.737,peer,1,895,117309440,4.157,1
1785919480.555,peer,1,497,65142784,2.982,1
1785919483.462,peer,1,353,46268416,2.810,1
1785919484.242,peer,1,529,69337088,3.196,1
1785919484.602,peer,1,796,104333312,3.902,1
1785919485.356,peer,1,1041,136445952,4.629,1
1785919487.841,peer,1,277,36306944,2.797,1
1785919493.935,peer,1,283,37093376,2.913,1
1785919494.224,peer,1,511,66977792,3.653,1
1785919498.265,peer,1,511,66977792,3.033,1
1785919504.086,peer,1,511,66977792,3.019,1
1785919509.576,peer,1,245,32112640,2.827,1
1785919511.937,peer,1,217,28442624,2.722,1
1785919512.344,peer,1,511,66977792,3.043,1
1785919513.287,peer,3,511,66977792,4.615,1
1785919515.846,peer,1,241,31588352,2.804,1
1785919516.783,peer,1,1604,210239488,6.314,1
1785919517.578,peer,1,511,66977792,3.039,1
1785919518.216,peer,1,180,23592960,2.751,1
1785919521.267,peer,1,1053,138018816,4.624,1
1785919524.218,peer,1,1038,136052736,4.611,1
1785919525.649,peer,1,511,66977792,3.050,1
1785919527.273,peer,1,413,54132736,2.856,1
1785919528.812,peer,1,1577,206700544,6.338,1
1785919531.214,peer,1,15,1966080,2.738,1
1785919531.888,peer,1,1059,138805248,4.685,1
1785919532.151,peer,1,30,3932160,2.746,1
1785919534.166,peer,1,69,9043968,2.729,1
1785919534.466,peer,1,6,786432,2.654,1
1785919535.390,peer,1,903,118358016,4.219,1
1785919537.113,peer,1,957,125435904,4.323,1
1785919537.431,peer,1,2120,277872640,7.867,1
1785919537.625,peer,1,21,2752512,5.643,1
1785919538.688,peer,1,462,60555264,3.007,1
1785919539.567,peer,1,447,58589184,2.916,1
1785919540.240,peer,1,1080,141557760,4.711,1
1785919540.394,peer,1,511,66977792,6.447,1
1785919541.284,peer,1,117,15335424,2.838,1
1785919541.599,peer,1,181,23724032,2.747,1
1785919545.957,peer,1,160,20971520,2.731,1
1785919549.498,peer,1,162,21233664,2.742,1
1785919550.606,peer,1,226,29622272,2.719,1
1785919552.817,peer,1,259,33947648,2.790,1
1785919554.209,peer,1,511,66977792,3.063,1
1785919555.084,peer,1,511,66977792,3.132,1
1785919555.774,peer,1,107,14024704,3.283,1
1785919556.117,peer,1,524,68681728,3.117,1
1785919556.972,peer,1,761,99745792,3.786,1
1785919557.444,peer,1,513,67239936,3.097,1
1785919557.916,peer,1,63,8257536,2.808,1
1785919558.867,peer,1,27,3538944,2.739,1
1785919559.194,peer,1,361,47316992,2.919,1
1785919563.066,peer,1,275,36044800,2.893,1
1785919563.280,peer,1,161,21102592,2.737,1
1785919563.514,peer,1,945,123863040,4.343,1
1785919566.746,peer,1,511,66977792,3.085,1
1785919567.653,peer,1,987,129368064,4.436,1
1785919567.908,peer,1,319,41811968,2.839,1
1785919569.321,peer,1,635,83230720,3.512,1
1785919573.836,peer,1,511,66977792,3.124,1
1785919576.162,peer,1,2136,279969792,8.061,1
1785919576.165,peer,1,511,66977792,2.995,1
1785919576.924,peer,1,511,66977792,3.045,1
1785919578.279,peer,1,1160,152043520,4.964,1
1785919578.523,peer,1,1060,138936320,4.584,1
1785919582.187,peer,1,298,39059456,2.914,1
1785919590.035,peer,1,353,46268416,2.885,1
1785919592.159,peer,1,511,66977792,3.002,1
1785919593.068,peer,1,1037,135921664,4.541,1
1785919595.785,peer,1,31,4063232,2.792,1
1785919600.298,peer,1,511,66977792,2.987,1
1785919603.714,peer,1,1454,190578688,5.891,1
1785919604.314,peer,1,511,66977792,3.117,1
1785919604.346,peer,1,1012,132644864,7.836,1
1785919608.945,peer,1,511,66977792,3.143,1
1785919609.356,peer,1,511,66977792,3.279,1
1785919618.055,peer,1,511,66977792,3.088,1
1785919618.237,peer,1,1039,136183808,4.742,1
1785919618.484,peer,1,511,66977792,6.197,1
1785919626.319,peer,1,449,58851328,2.950,1
1785919628.345,peer,3,1894,248250368,13.598,1
1785919628.981,peer,3,511,66977792,5.280,1
1785919651.320,peer,1,97,12713984,2.738,1
1785919651.607,peer,1,511,66977792,3.014,1
1785919651.612,peer,1,511,66977792,3.100,1
1785919656.950,peer,1,533,69861376,3.131,1
1785919657.707,peer,1,570,74711040,3.331,1
1785919659.480,peer,1,429,56229888,2.938,1
1785919659.562,peer,1,511,66977792,6.744,1
1785919660.734,peer,1,1049,137494528,4.631,1
1785919660.935,peer,1,511,66977792,2.968,1
1785919662.112,peer,1,1602,209977344,6.333,1
1785919663.455,peer,1,478,62652416,2.957,1
1785919670.468,peer,1,511,66977792,3.190,1
1785919671.412,peer,1,1047,137232384,4.673,1
1785919673.506,peer,1,511,66977792,3.030,1
1785919677.242,peer,1,507,66453504,2.974,1
1785919678.366,peer,1,24,3145728,2.729,1
1785919681.604,peer,1,555,72744960,3.235,1
1785919681.738,peer,1,157,20578304,6.892,1
1785919682.824,peer,1,343,44957696,2.912,1
1785919683.696,peer,1,216,28311552,2.697,1
1785919685.110,peer,1,217,28442624,2.759,1
1785919685.453,peer,1,511,66977792,3.002,1
1785919688.034,peer,1,167,21889024,2.817,1
1785919689.489,peer,1,47,6160384,2.775,1
1785919689.735,peer,1,548,71827456,3.211,1
1785919690.141,peer,1,1518,198967296,6.051,1
1785919693.254,peer,1,2314,303300608,8.552,1
1785919694.302,peer,1,461,60424192,2.919,1
1785919694.356,peer,1,146,19136512,5.267,1
1785919696.201,peer,1,511,66977792,3.053,1
1785919697.213,peer,1,1522,199491584,6.048,1
1785919697.926,peer,1,1088,142606336,4.744,1
1785919698.317,peer,1,511,66977792,3.046,1
1785919701.096,peer,1,531,69599232,3.154,1
1785919703.735,peer,1,255,33423360,2.776,1
1785919710.993,peer,1,511,66977792,3.179,1
1785919711.848,peer,1,140,18350080,2.738,1
1785919716.145,peer,1,1386,181665792,5.715,1
1785919716.763,peer,1,536,70254592,3.379,1
1785919717.130,peer,1,1037,135921664,4.705,1
1785919720.492,peer,1,511,66977792,3.025,1
1785919725.724,peer,1,970,127139840,4.369,1
1785919728.103,peer,1,511,66977792,6.049,1
1785919728.565,peer,1,511,66977792,2.943,1
1785919738.061,peer,3,1429,187301888,18.872,1
1785919740.305,peer,1,511,66977792,3.102,1
1785919740.407,peer,1,1039,136183808,7.081,1
1785919745.135,peer,1,1045,136970240,4.670,1
1785919745.142,peer,1,1576,206569472,6.326,1
1785919747.654,peer,1,206,27000832,2.773,1
1785919749.285,peer,1,422,55312384,2.868,1
1785919750.363,peer,1,59,7733248,2.740,1
1785919751.417,peer,1,32,4194304,2.654,1
1785919751.847,peer,1,316,41418752,2.833,1
1785919752.302,peer,1,164,21495808,2.723,1
1785919752.365,peer,1,511,66977792,6.405,1
1785919752.413,peer,1,798,104595456,6.309,1
1785919753.163,peer,1,486,63700992,2.963,1
1785919756.275,peer,1,476,62390272,3.097,1
1785919759.334,peer,1,511,66977792,3.029,1
1785919761.047,peer,1,340,44564480,2.839,1
1785919761.641,peer,1,339,44433408,2.922,1
1785919763.113,peer,1,511,66977792,3.031,1
1785919763.561,peer,1,196,25690112,3.001,1
1785919765.025,peer,1,423,55443456,2.838,1
1785919768.943,peer,1,407,53346304,2.912,1
1785919770.148,peer,1,1040,136314880,4.573,1
1785919770.837,peer,1,511,66977792,3.143,1
1785919772.013,peer,1,302,39583744,2.787,1
1785919774.297,peer,1,22,2883584,2.722,1
1785919775.075,peer,1,26,3407872,2.736,1
1785919776.673,peer,1,511,66977792,3.625,1
1785919780.628,peer,1,210,27525120,2.798,1
1785919781.666,peer,1,718,94109696,3.672,1
1785919784.961,peer,1,511,66977792,3.010,1
1785919785.895,peer,1,511,66977792,3.004,1
1785919786.644,peer,1,578,75759616,3.185,1
1785919788.747,peer,1,395,51773440,3.742,1
1785919789.227,peer,1,536,70254592,3.081,1
1785919792.705,peer,1,1033,135397376,4.509,1
1785919795.318,peer,1,1043,136708096,4.616,1
1785919797.466,peer,1,511,66977792,3.034,1
1785919799.428,peer,1,1051,137756672,4.652,1
1785919802.688,peer,1,347,45481984,5.642,1
1785919804.534,peer,1,265,34734080,2.871,1
1785919806.162,peer,1,511,66977792,3.016,1
1785919811.656,peer,1,1051,137756672,4.606,1
1785919815.606,peer,3,1004,131596288,8.312,1
1785919818.264,peer,1,511,66977792,3.063,1
1785919842.566,peer,1,320,41943040,7.406,1
1785919844.429,peer,1,48,6291456,2.733,1
1785919845.418,peer,1,34,4456448,2.764,1
1785919848.460,peer,1,776,101711872,3.854,1
1785919849.832,peer,1,511,66977792,3.091,1
1785919854.241,peer,1,164,21495808,2.792,1
1785919854.668,peer,1,1048,137363456,4.636,1
1785919855.337,peer,1,511,66977792,2.990,1
1785919856.773,peer,1,145,19005440,2.782,1
1785919860.845,peer,1,622,81526784,3.414,1
1785919863.098,peer,1,511,66977792,3.013,1
1785919864.883,peer,1,373,48889856,2.826,1
1785919865.728,peer,1,1079,141426688,4.720,1
1785919889.532,peer,1,1037,135921664,4.694,1
1785919896.718,peer,3,1260,165150720,17.122,1
1785919897.761,peer,3,511,66977792,5.074,1
1785919899.982,peer,1,264,34603008,2.833,1
1785919900.649,peer,1,1339,175505408,5.529,1
1785919901.331,peer,1,511,66977792,3.185,1
1785919903.250,peer,1,511,66977792,2.971,1
1785919903.683,peer,1,511,66977792,3.013,1
1785919910.789,peer,1,511,66977792,2.987,1
1785919911.051,peer,1,511,66977792,3.053,1
1785919912.053,peer,1,511,66977792,3.063,1
1785919912.303,peer,1,511,66977792,3.107,1
1785919914.863,peer,1,1579,206962688,6.217,1
1785919918.044,peer,1,1043,136708096,4.571,1
1785919924.110,peer,1,28,3670016,2.897,1
1785919925.634,peer,1,492,64487424,2.944,1
1785919928.051,peer,1,511,66977792,3.071,1
1785919935.743,peer,1,531,69599232,3.092,1
1785919949.100,peer,1,1042,136577024,4.624,1
1785919955.134,peer,3,511,66977792,4.959,1
1785919955.793,peer,1,511,66977792,3.142,1
1785919955.919,peer,1,511,66977792,5.974,1
1785919956.118,peer,1,1069,140115968,7.861,1
1785919957.229,peer,1,1075,140902400,4.698,1
1785919958.904,peer,1,1018,133431296,4.634,1
1785919962.441,peer,3,1604,210239488,11.314,1
